event_sequence,utc,seconds_from_first_sample,seconds_from_flash_runner_complete,channel_0,channel_1,gain_index,integration_index,density_estimate,saturated,valid
273,2026-07-15T01:23:30.982704081Z,25.682386775,9.912653117,1918,198,2,0,0.680681307814,0,1
274,2026-07-15T01:23:31.083101611Z,25.782784305,10.013050647,1744,179,2,0,0.721802772587,0,1
275,2026-07-15T01:23:31.183473271Z,25.883155965,10.113422307,2079,215,2,0,0.645856776875,0,1
276,2026-07-15T01:23:31.283822368Z,25.983505062,10.213771404,2122,219,2,0,0.637016073566,0,1
277,2026-07-15T01:23:31.384411552Z,26.084094246,10.314360588,1697,174,2,0,0.733622182735,0,1
278,2026-07-15T01:23:31.484925349Z,26.184608043,10.414874385,1429,145,2,0,0.808055502698,0,1
279,2026-07-15T01:23:31.585283395Z,26.284966089,10.515232431,1416,144,2,0,0.812016276816,0,1
280,2026-07-15T01:23:31.685687082Z,26.385369776,10.615636118,1418,144,2,0,0.811404544206,0,1
281,2026-07-15T01:23:31.786068633Z,26.485751327,10.716017669,1418,144,2,0,0.811404544206,0,1
282,2026-07-15T01:23:31.886436856Z,26.586119550,10.816385892,1419,145,2,0,0.811099004354,0,1
283,2026-07-15T01:23:31.986815600Z,26.686498294,10.916764636,1420,145,2,0,0.810793681727,0,1
284,2026-07-15T01:23:32.087222970Z,26.786905664,11.017172006,1421,145,2,0,0.810488576016,0,1
285,2026-07-15T01:23:32.187778545Z,26.887461239,11.117727581,1421,145,2,0,0.810488576016,0,1
286,2026-07-15T01:23:32.288333568Z,26.988016262,11.218282604,1422,145,2,0,0.810183686916,0,1
287,2026-07-15T01:23:32.388800408Z,27.088483102,11.318749444,1422,145,2,0,0.810183686916,0,1
288,2026-07-15T01:23:32.489494408Z,27.189177102,11.419443444,1423,145,2,0,0.809879014121,0,1
289,2026-07-15T01:23:32.590281308Z,27.289964002,11.520230344,1423,145,2,0,0.809879014121,0,1
290,2026-07-15T01:23:32.690917112Z,27.390599806,11.620866148,1423,145,2,0,0.809879014121,0,1
291,2026-07-15T01:23:32.791317320Z,27.491000014,11.721266356,1423,145,2,0,0.809879014121,0,1
292,2026-07-15T01:23:32.891741006Z,27.591423700,11.821690042,1424,145,2,0,0.809574557326,0,1
293,2026-07-15T01:23:32.992366659Z,27.692049353,11.922315695,1424,145,2,0,0.809574557326,0,1
294,2026-07-15T01:23:33.092877678Z,27.792560372,12.022826714,1424,145,2,0,0.809574557326,0,1
295,2026-07-15T01:23:33.193350858Z,27.893033552,12.123299894,1531,156,2,0,0.778185147895,0,1
296,2026-07-15T01:23:33.293949724Z,27.993632418,12.223898760,1573,160,2,0,0.766465297239,0,1
297,2026-07-15T01:23:33.394537555Z,28.094220249,12.324486591,1308,132,2,0,0.846414584401,0,1
298,2026-07-15T01:23:33.495149103Z,28.194831797,12.425098139,1297,131,2,0,0.850077741355,0,1
299,2026-07-15T01:23:33.595603395Z,28.295286089,12.525552431,1430,145,2,0,0.807752335524,0,1
300,2026-07-15T01:23:33.696021380Z,28.395704074,12.625970416,1824,187,2,0,0.702405124716,0,1
301,2026-07-15T01:23:33.796629061Z,28.496311755,12.726578097,1639,167,2,0,0.748671804628,0,1
302,2026-07-15T01:23:33.897074614Z,28.596757308,12.827023650,1531,156,2,0,0.778185147895,0,1
303,2026-07-15T01:23:33.997641075Z,28.697323769,12.927590111,1670,170,2,0,0.740562388333,0,1
304,2026-07-15T01:23:34.098407305Z,28.798089999,13.028356341,1990,205,2,0,0.664756534086,0,1
305,2026-07-15T01:23:34.198952948Z,28.898635642,13.128901984,2090,216,2,0,0.643577756857,0,1
306,2026-07-15T01:23:34.299438693Z,28.999121387,13.229387729,2134,220,2,0,0.634581155839,0,1
307,2026-07-15T01:23:34.399859126Z,29.099541820,13.329808162,2153,223,2,0,0.630753989051,0,1
308,2026-07-15T01:23:34.500226662Z,29.199909356,13.430175698,2148,222,2,0,0.631757823444,0,1
309,2026-07-15T01:23:34.600620257Z,29.300302951,13.530569293,2144,222,2,0,0.632562590368,0,1
310,2026-07-15T01:23:34.701037312Z,29.400720006,13.630986348,2146,222,2,0,0.632160017670,0,1
311,2026-07-15T01:23:34.801537639Z,29.501220333,13.731486675,2148,222,2,0,0.631757823444,0,1
312,2026-07-15T01:23:34.952437715Z,29.652120409,13.882386751,2150,222,2,0,0.631356006981,0,1
313,2026-07-15T01:23:35.053009274Z,29.752691968,13.982958310,2151,222,2,0,0.631155240190,0,1
314,2026-07-15T01:23:35.153414017Z,29.853096711,14.083363053,2153,223,2,0,0.630753989051,0,1
315,2026-07-15T01:23:35.253841189Z,29.953523883,14.183790225,2154,223,2,0,0.630553504526,0,1
316,2026-07-15T01:23:35.354214486Z,30.053897180,14.284163522,2155,223,2,0,0.630353113915,0,1
317,2026-07-15T01:23:35.454651221Z,30.154333915,14.384600257,2156,223,2,0,0.630152817129,0,1
318,2026-07-15T01:23:35.555199494Z,30.254882188,14.485148530,2157,223,2,0,0.629952614081,0,1
319,2026-07-15T01:23:35.655771835Z,30.355454529,14.585720871,2158,223,2,0,0.629752504684,0,1
320,2026-07-15T01:23:35.756174067Z,30.455856761,14.686123103,2159,223,2,0,0.629552488851,0,1
321,2026-07-15T01:23:35.856886523Z,30.556569217,14.786835559,2159,223,2,0,0.629552488851,0,1
322,2026-07-15T01:23:35.957426658Z,30.657109352,14.887375694,2160,223,2,0,0.629352566495,0,1
323,2026-07-15T01:23:36.058069774Z,30.757752468,14.988018810,2160,223,2,0,0.629352566495,0,1
324,2026-07-15T01:23:36.158524588Z,30.858207282,15.088473624,2160,223,2,0,0.629352566495,0,1
325,2026-07-15T01:23:36.258973061Z,30.958655755,15.188922097,2161,224,2,0,0.629152737528,0,1
326,2026-07-15T01:23:36.359629134Z,31.059311828,15.289578170,2161,224,2,0,0.629152737528,0,1
327,2026-07-15T01:23:36.460013858Z,31.159696552,15.389962894,2162,224,2,0,0.628953001864,0,1
328,2026-07-15T01:23:36.560474322Z,31.260157016,15.490423358,2162,224,2,0,0.628953001864,0,1
329,2026-07-15T01:23:36.661085272Z,31.360767966,15.591034308,2163,224,2,0,0.628753359417,0,1
330,2026-07-15T01:23:36.761868480Z,31.461551174,15.691817516,2164,224,2,0,0.628553810099,0,1
331,2026-07-15T01:23:36.862510756Z,31.562193450,15.792459792,2164,224,2,0,0.628553810099,0,1
332,2026-07-15T01:23:36.962969082Z,31.662651776,15.892918118,2165,224,2,0,0.628354353824,0,1
333,2026-07-15T01:23:37.063655714Z,31.763338408,15.993604750,2165,224,2,0,0.628354353824,0,1
334,2026-07-15T01:23:37.164379321Z,31.864062015,16.094328357,2165,224,2,0,0.628354353824,0,1
335,2026-07-15T01:23:37.264860067Z,31.964542761,16.194809103,2166,224,2,0,0.628154990506,0,1
336,2026-07-15T01:23:37.365287429Z,32.064970123,16.295236465,2166,224,2,0,0.628154990506,0,1
337,2026-07-15T01:23:37.465848071Z,32.165530765,16.395797107,2166,224,2,0,0.628154990506,0,1
338,2026-07-15T01:23:37.566364906Z,32.266047600,16.496313942,2166,224,2,0,0.628154990506,0,1
339,2026-07-15T01:23:37.666948651Z,32.366631345,16.596897687,2167,224,2,0,0.627955720059,0,1
340,2026-07-15T01:23:37.767408302Z,32.467090996,16.697357338,2167,224,2,0,0.627955720059,0,1
341,2026-07-15T01:23:37.867972699Z,32.567655393,16.797921735,2167,224,2,0,0.627955720059,0,1
342,2026-07-15T01:23:37.968389181Z,32.668071875,16.898338217,2167,224,2,0,0.627955720059,0,1
343,2026-07-15T01:23:38.068998042Z,32.768680736,16.998947078,2167,224,2,0,0.627955720059,0,1
344,2026-07-15T01:23:38.169574559Z,32.869257253,17.099523595,2168,224,2,0,0.627756542397,0,1
345,2026-07-15T01:23:38.270178339Z,32.969861033,17.200127375,2168,224,2,0,0.627756542397,0,1
346,2026-07-15T01:23:38.370793068Z,33.070475762,17.300742104,2168,224,2,0,0.627756542397,0,1
347,2026-07-15T01:23:38.471269003Z,33.170951697,17.401218039,2168,224,2,0,0.627756542397,0,1
348,2026-07-15T01:23:38.571653830Z,33.271336524,17.501602866,2168,224,2,0,0.627756542397,0,1
349,2026-07-15T01:23:38.672018119Z,33.371700813,17.601967155,2168,224,2,0,0.627756542397,0,1
350,2026-07-15T01:23:38.772354964Z,33.472037658,17.702304000,2168,224,2,0,0.627756542397,0,1
351,2026-07-15T01:23:38.872700456Z,33.572383150,17.802649492,2169,224,2,0,0.627557457433,0,1
352,2026-07-15T01:23:38.973156676Z,33.672839370,17.903105712,2169,224,2,0,0.627557457433,0,1
353,2026-07-15T01:23:39.073577877Z,33.773260571,18.003526913,2169,224,2,0,0.627557457433,0,1
354,2026-07-15T01:23:39.173961166Z,33.873643860,18.103910202,2169,224,2,0,0.627557457433,0,1
355,2026-07-15T01:23:39.274411772Z,33.974094466,18.204360808,2169,225,2,0,0.627557457433,0,1
356,2026-07-15T01:23:39.374777301Z,34.074459995,18.304726337,2169,224,2,0,0.627557457433,0,1
357,2026-07-15T01:23:39.475317798Z,34.175000492,18.405266834,2169,224,2,0,0.627557457433,0,1
358,2026-07-15T01:23:39.575840719Z,34.275523413,18.505789755,2169,224,2,0,0.627557457433,0,1
359,2026-07-15T01:23:39.676239974Z,34.375922668,18.606189010,2169,225,2,0,0.627557457433,0,1
360,2026-07-15T01:23:39.776615475Z,34.476298169,18.706564511,2170,225,2,0,0.627358465082,0,1
361,2026-07-15T01:23:39.877009204Z,34.576691898,18.806958240,2170,225,2,0,0.627358465082,0,1
362,2026-07-15T01:23:39.977386894Z,34.677069588,18.907335930,2170,225,2,0,0.627358465082,0,1
363,2026-07-15T01:23:40.077746846Z,34.777429540,19.007695882,2170,225,2,0,0.627358465082,0,1
364,2026-07-15T01:23:40.228281177Z,34.927963871,19.158230213,2170,225,2,0,0.627358465082,0,1
365,2026-07-15T01:23:40.328670442Z,35.028353136,19.258619478,2170,225,2,0,0.627358465082,0,1
366,2026-07-15T01:23:40.429036870Z,35.128719564,19.358985906,2170,225,2,0,0.627358465082,0,1
367,2026-07-15T01:23:40.529477310Z,35.229160004,19.459426346,2170,225,2,0,0.627358465082,0,1
368,2026-07-15T01:23:40.629874535Z,35.329557229,19.559823571,2171,225,2,0,0.627159565258,0,1
369,2026-07-15T01:23:40.730235334Z,35.429918028,19.660184370,2171,225,2,0,0.627159565258,0,1
370,2026-07-15T01:23:40.830626782Z,35.530309476,19.760575818,2171,225,2,0,0.627159565258,0,1
371,2026-07-15T01:23:40.930982959Z,35.630665653,19.860931995,2171,225,2,0,0.627159565258,0,1
372,2026-07-15T01:23:41.031402362Z,35.731085056,19.961351398,2171,225,2,0,0.627159565258,0,1
373,2026-07-15T01:23:41.131772070Z,35.831454764,20.061721106,2171,225,2,0,0.627159565258,0,1
374,2026-07-15T01:23:41.232313068Z,35.931995762,20.162262104,2171,225,2,0,0.627159565258,0,1
375,2026-07-15T01:23:41.332879271Z,36.032561965,20.262828307,2171,225,2,0,0.627159565258,0,1
376,2026-07-15T01:23:41.433327539Z,36.133010233,20.363276575,2171,225,2,0,0.627159565258,0,1
377,2026-07-15T01:23:41.533730825Z,36.233413519,20.463679861,2172,225,2,0,0.626960757876,0,1
378,2026-07-15T01:23:41.634212804Z,36.333895498,20.564161840,2172,225,2,0,0.626960757876,0,1
379,2026-07-15T01:23:41.734604206Z,36.434286900,20.664553242,2172,225,2,0,0.626960757876,0,1
380,2026-07-15T01:23:41.835097753Z,36.534780447,20.765046789,2172,225,2,0,0.626960757876,0,1
381,2026-07-15T01:23:41.935554603Z,36.635237297,20.865503639,2172,225,2,0,0.626960757876,0,1
382,2026-07-15T01:23:42.035947556Z,36.735630250,20.965896592,2172,225,2,0,0.626960757876,0,1
383,2026-07-15T01:23:42.136343928Z,36.836026622,21.066292964,2172,225,2,0,0.626960757876,0,1
384,2026-07-15T01:23:42.236794319Z,36.936477013,21.166743355,2173,225,2,0,0.626762042849,0,1
385,2026-07-15T01:23:42.337183011Z,37.036865705,21.267132047,2173,225,2,0,0.626762042849,0,1
386,2026-07-15T01:23:42.437614945Z,37.137297639,21.367563981,2173,225,2,0,0.626762042849,0,1
387,2026-07-15T01:23:42.537974101Z,37.237656795,21.467923137,2173,225,2,0,0.626762042849,0,1
388,2026-07-15T01:23:42.638398070Z,37.338080764,21.568347106,2173,225,2,0,0.626762042849,0,1
389,2026-07-15T01:23:42.738755342Z,37.438438036,21.668704378,2173,225,2,0,0.626762042849,0,1
390,2026-07-15T01:23:42.839148574Z,37.538831268,21.769097610,2173,225,2,0,0.626762042849,0,1
391,2026-07-15T01:23:42.939519745Z,37.639202439,21.869468781,2173,225,2,0,0.626762042849,0,1
392,2026-07-15T01:23:43.039930416Z,37.739613110,21.969879452,2174,225,2,0,0.626563420093,0,1
393,2026-07-15T01:23:43.140352267Z,37.840034961,22.070301303,2174,225,2,0,0.626563420093,0,1
394,2026-07-15T01:23:43.240768066Z,37.940450760,22.170717102,2174,225,2,0,0.626563420093,0,1
395,2026-07-15T01:23:43.341132120Z,38.040814814,22.271081156,2174,225,2,0,0.626563420093,0,1
396,2026-07-15T01:23:43.441657482Z,38.141340176,22.371606518,2174,225,2,0,0.626563420093,0,1
397,2026-07-15T01:23:43.542069938Z,38.241752632,22.472018974,2174,225,2,0,0.626563420093,0,1
398,2026-07-15T01:23:43.642476215Z,38.342158909,22.572425251,2174,225,2,0,0.626563420093,0,1
399,2026-07-15T01:23:43.743330801Z,38.443013495,22.673279837,2174,225,2,0,0.626563420093,0,1
400,2026-07-15T01:23:43.843763058Z,38.543445752,22.773712094,2175,225,2,0,0.626364889523,0,1
401,2026-07-15T01:23:43.944153123Z,38.643835817,22.874102159,2175,225,2,0,0.626364889523,0,1
402,2026-07-15T01:23:44.044540774Z,38.744223468,22.974489810,2175,225,2,0,0.626364889523,0,1
403,2026-07-15T01:23:44.144990937Z,38.844673631,23.074939973,2175,225,2,0,0.626364889523,0,1
404,2026-07-15T01:23:44.245451395Z,38.945134089,23.175400431,2175,225,2,0,0.626364889523,0,1
405,2026-07-15T01:23:44.345874441Z,39.045557135,23.275823477,2175,225,2,0,0.626364889523,0,1
406,2026-07-15T01:23:44.446289260Z,39.145971954,23.376238296,2175,225,2,0,0.626364889523,0,1
407,2026-07-15T01:23:44.546710276Z,39.246392970,23.476659312,2175,225,2,0,0.626364889523,0,1
408,2026-07-15T01:23:44.647110051Z,39.346792745,23.577059087,2175,225,2,0,0.626364889523,0,1
409,2026-07-15T01:23:44.747631990Z,39.447314684,23.677581026,2175,225,2,0,0.626364889523,0,1
410,2026-07-15T01:23:44.847964471Z,39.547647165,23.777913507,2175,225,2,0,0.626364889523,0,1
411,2026-07-15T01:23:44.948229329Z,39.647912023,23.878178365,2175,225,2,0,0.626364889523,0,1
412,2026-07-15T01:23:45.098728893Z,39.798411587,24.028677929,2175,225,2,0,0.626364889523,0,1
413,2026-07-15T01:23:45.199098112Z,39.898780806,24.129047148,2176,225,2,0,0.626166451053,0,1
414,2026-07-15T01:23:45.299512542Z,39.999195236,24.229461578,2176,225,2,0,0.626166451053,0,1
415,2026-07-15T01:23:45.399958153Z,40.099640847,24.329907189,2176,225,2,0,0.626166451053,0,1
416,2026-07-15T01:23:45.500457525Z,40.200140219,24.430406561,2176,225,2,0,0.626166451053,0,1
417,2026-07-15T01:23:45.600883058Z,40.300565752,24.530832094,2176,225,2,0,0.626166451053,0,1
418,2026-07-15T01:23:45.701379458Z,40.401062152,24.631328494,2176,225,2,0,0.626166451053,0,1
419,2026-07-15T01:23:45.801960658Z,40.501643352,24.731909694,2176,225,2,0,0.626166451053,0,1
420,2026-07-15T01:23:45.902463455Z,40.602146149,24.832412491,2176,225,2,0,0.626166451053,0,1
421,2026-07-15T01:23:46.003228426Z,40.702911120,24.933177462,2176,225,2,0,0.626166451053,0,1
422,2026-07-15T01:23:46.103616047Z,40.803298741,25.033565083,2176,225,2,0,0.626166451053,0,1
423,2026-07-15T01:23:46.204231549Z,40.903914243,25.134180585,2176,225,2,0,0.626166451053,0,1
424,2026-07-15T01:23:46.304837112Z,41.004519806,25.234786148,2176,225,2,0,0.626166451053,0,1
425,2026-07-15T01:23:46.405440618Z,41.105123312,25.335389654,2176,225,2,0,0.626166451053,0,1
426,2026-07-15T01:23:46.505852400Z,41.205535094,25.435801436,2176,225,2,0,0.626166451053,0,1
427,2026-07-15T01:23:46.606605766Z,41.306288460,25.536554802,2177,225,2,0,0.625968104597,0,1
428,2026-07-15T01:23:46.707307144Z,41.406989838,25.637256180,2177,225,2,0,0.625968104597,0,1
429,2026-07-15T01:23:46.808060564Z,41.507743258,25.738009600,2177,225,2,0,0.625968104597,0,1
430,2026-07-15T01:23:46.908540977Z,41.608223671,25.838490013,2177,225,2,0,0.625968104597,0,1
431,2026-07-15T01:23:47.009282848Z,41.708965542,25.939231884,2177,225,2,0,0.625968104597,0,1
432,2026-07-15T01:23:47.109979659Z,41.809662353,26.039928695,2177,225,2,0,0.625968104597,0,1
433,2026-07-15T01:23:47.210579292Z,41.910261986,26.140528328,2177,225,2,0,0.625968104597,0,1
434,2026-07-15T01:23:47.311320445Z,42.011003139,26.241269481,2177,225,2,0,0.625968104597,0,1
435,2026-07-15T01:23:47.411826289Z,42.111508983,26.341775325,2177,225,2,0,0.625968104597,0,1
436,2026-07-15T01:23:47.512391369Z,42.212074063,26.442340405,2177,225,2,0,0.625968104597,0,1
437,2026-07-15T01:23:47.612819745Z,42.312502439,26.542768781,2177,225,2,0,0.625968104597,0,1
438,2026-07-15T01:23:47.713227736Z,42.412910430,26.643176772,2177,225,2,0,0.625968104597,0,1
439,2026-07-15T01:23:47.813717751Z,42.513400445,26.743666787,2177,225,2,0,0.625968104597,0,1
440,2026-07-15T01:23:47.914089658Z,42.613772352,26.844038694,2177,225,2,0,0.625968104597,0,1
441,2026-07-15T01:23:48.014495632Z,42.714178326,26.944444668,2177,225,2,0,0.625968104597,0,1
442,2026-07-15T01:23:48.114886840Z,42.814569534,27.044835876,2177,225,2,0,0.625968104597,0,1
443,2026-07-15T01:23:48.215278467Z,42.914961161,27.145227503,2177,225,2,0,0.625968104597,0,1
444,2026-07-15T01:23:48.315671930Z,43.015354624,27.245620966,2177,225,2,0,0.625968104597,0,1
445,2026-07-15T01:23:48.416057519Z,43.115740213,27.346006555,2177,225,2,0,0.625968104597,0,1
446,2026-07-15T01:23:48.516529056Z,43.216211750,27.446478092,2177,225,2,0,0.625968104597,0,1
447,2026-07-15T01:23:48.616954455Z,43.316637149,27.546903491,2178,225,2,0,0.625769850073,0,1
448,2026-07-15T01:23:48.717396147Z,43.417078841,27.647345183,2178,225,2,0,0.625769850073,0,1
449,2026-07-15T01:23:48.817797245Z,43.517479939,27.747746281,2178,225,2,0,0.625769850073,0,1
450,2026-07-15T01:23:48.918203162Z,43.617885856,27.848152198,2178,225,2,0,0.625769850073,0,1
451,2026-07-15T01:23:49.018627264Z,43.718309958,27.948576300,2173,225,2,0,0.626762042849,0,1
452,2026-07-15T01:23:49.119053817Z,43.818736511,28.049002853,2153,223,2,0,0.630753989051,0,1
453,2026-07-15T01:23:49.219431994Z,43.919114688,28.149381030,2110,218,2,0,0.639464927863,0,1
454,2026-07-15T01:23:49.319847475Z,44.019530169,28.249796511,2108,218,2,0,0.639874436364,0,1
455,2026-07-15T01:23:49.420230391Z,44.119913085,28.350179427,2013,208,2,0,0.659791796185,0,1
456,2026-07-15T01:23:49.520622111Z,44.220304805,28.450571147,2144,222,2,0,0.632562590368,0,1
457,2026-07-15T01:23:49.620955055Z,44.320637749,28.550904091,1998,206,2,0,0.663023130417,0,1
458,2026-07-15T01:23:49.721364389Z,44.421047083,28.651313425,1865,192,2,0,0.692794095507,0,1
459,2026-07-15T01:23:49.821740867Z,44.521423561,28.751689903,1815,186,2,0,0.704544035033,0,1
460,2026-07-15T01:23:49.922048014Z,44.621730708,28.851997050,2078,215,2,0,0.646064563635,0,1
461,2026-07-15T01:23:50.022320413Z,44.722003107,28.952269449,2155,223,2,0,0.630353113915,0,1
