event_sequence,utc,seconds_from_first_sample,seconds_from_flash_runner_complete,channel_0,channel_1,gain_index,integration_index,density_estimate,saturated,valid
140,2026-07-15T00:56:57.404688968Z,12.170926621,-3.535203636,2264,235,2,0,0.609054833101,0,1
141,2026-07-15T00:56:57.505523651Z,12.271761304,-3.434368953,2264,235,2,0,0.609054833101,0,1
142,2026-07-15T00:56:57.606121504Z,12.372359157,-3.333771100,2264,235,2,0,0.609054833101,0,1
143,2026-07-15T00:56:57.706636365Z,12.472874018,-3.233256239,2264,235,2,0,0.609054833101,0,1
144,2026-07-15T00:56:57.807232854Z,12.573470507,-3.132659750,2264,235,2,0,0.609054833101,0,1
145,2026-07-15T00:56:57.907876633Z,12.674114286,-3.032015971,2264,235,2,0,0.609054833101,0,1
146,2026-07-15T00:56:58.008687205Z,12.774924858,-2.931205399,2264,235,2,0,0.609054833101,0,1
147,2026-07-15T00:56:58.109074805Z,12.875312458,-2.830817799,2264,235,2,0,0.609054833101,0,1
148,2026-07-15T00:56:58.209630597Z,12.975868250,-2.730262007,2264,235,2,0,0.609054833101,0,1
149,2026-07-15T00:56:58.310245225Z,13.076482878,-2.629647379,2264,235,2,0,0.609054833101,0,1
150,2026-07-15T00:56:58.410726109Z,13.176963762,-2.529166495,2264,235,2,0,0.609054833101,0,1
151,2026-07-15T00:56:58.511439447Z,13.277677100,-2.428453157,2265,235,2,0,0.608864264321,0,1
152,2026-07-15T00:56:58.612317880Z,13.378555533,-2.327574724,2264,235,2,0,0.609054833101,0,1
153,2026-07-15T00:56:58.713030456Z,13.479268109,-2.226862148,2264,235,2,0,0.609054833101,0,1
154,2026-07-15T00:56:58.813705923Z,13.579943576,-2.126186681,2264,235,2,0,0.609054833101,0,1
155,2026-07-15T00:56:58.914179602Z,13.680417255,-2.025713002,2264,235,2,0,0.609054833101,0,1
156,2026-07-15T00:56:59.014872737Z,13.781110390,-1.925019867,2264,235,2,0,0.609054833101,0,1
157,2026-07-15T00:56:59.115459391Z,13.881697044,-1.824433213,2265,235,2,0,0.608864264321,0,1
158,2026-07-15T00:56:59.216140779Z,13.982378432,-1.723751825,2265,235,2,0,0.608864264321,0,1
159,2026-07-15T00:56:59.366933161Z,14.133170814,-1.572959443,2264,235,2,0,0.609054833101,0,1
160,2026-07-15T00:56:59.467543456Z,14.233781109,-1.472349148,2264,235,2,0,0.609054833101,0,1
161,2026-07-15T00:56:59.567953030Z,14.334190683,-1.371939574,2264,235,2,0,0.609054833101,0,1
162,2026-07-15T00:56:59.668385788Z,14.434623441,-1.271506816,2264,235,2,0,0.609054833101,0,1
163,2026-07-15T00:56:59.768766773Z,14.535004426,-1.171125831,2264,235,2,0,0.609054833101,0,1
164,2026-07-15T00:56:59.869146827Z,14.635384480,-1.070745777,2264,235,2,0,0.609054833101,0,1
165,2026-07-15T00:56:59.969499833Z,14.735737486,-0.970392771,2265,235,2,0,0.608864264321,0,1
166,2026-07-15T00:57:00.069864559Z,14.836102212,-0.870028045,2265,235,2,0,0.608864264321,0,1
167,2026-07-15T00:57:00.170222237Z,14.936459890,-0.769670367,2265,235,2,0,0.608864264321,0,1
168,2026-07-15T00:57:00.270595250Z,15.036832903,-0.669297354,2265,235,2,0,0.608864264321,0,1
169,2026-07-15T00:57:00.370978432Z,15.137216085,-0.568914172,2265,235,2,0,0.608864264321,0,1
170,2026-07-15T00:57:00.471329447Z,15.237567100,-0.468563157,2265,235,2,0,0.608864264321,0,1
171,2026-07-15T00:57:00.571727321Z,15.337964974,-0.368165283,2265,235,2,0,0.608864264321,0,1
172,2026-07-15T00:57:00.672443743Z,15.438681396,-0.267448861,2265,235,2,0,0.608864264321,0,1
173,2026-07-15T00:57:00.772831251Z,15.539068904,-0.167061353,2265,235,2,0,0.608864264321,0,1
174,2026-07-15T00:57:00.873238887Z,15.639476540,-0.066653717,2265,235,2,0,0.608864264321,0,1
175,2026-07-15T00:57:00.973656548Z,15.739894201,0.033763944,2265,235,2,0,0.608864264321,0,1
176,2026-07-15T00:57:01.074026062Z,15.840263715,0.134133458,2265,235,2,0,0.608864264321,0,1
177,2026-07-15T00:57:01.174451586Z,15.940689239,0.234558982,2265,235,2,0,0.608864264321,0,1
178,2026-07-15T00:57:01.274853274Z,16.041090927,0.334960670,2265,235,2,0,0.608864264321,0,1
179,2026-07-15T00:57:01.375388279Z,16.141625932,0.435495675,2265,235,2,0,0.608864264321,0,1
180,2026-07-15T00:57:01.475754713Z,16.241992366,0.535862109,2265,235,2,0,0.608864264321,0,1
181,2026-07-15T00:57:01.576129230Z,16.342366883,0.636236626,2265,235,2,0,0.608864264321,0,1
182,2026-07-15T00:57:01.676525799Z,16.442763452,0.736633195,2265,235,2,0,0.608864264321,0,1
183,2026-07-15T00:57:01.776943958Z,16.543181611,0.837051354,2265,235,2,0,0.608864264321,0,1
184,2026-07-15T00:57:01.877657923Z,16.643895576,0.937765319,2265,235,2,0,0.608864264321,0,1
185,2026-07-15T00:57:01.978360783Z,16.744598436,1.038468179,2265,235,2,0,0.608864264321,0,1
186,2026-07-15T00:57:02.078967639Z,16.845205292,1.139075035,2265,235,2,0,0.608864264321,0,1
187,2026-07-15T00:57:02.179691170Z,16.945928823,1.239798566,2269,235,2,0,0.608102837397,0,1
188,2026-07-15T00:57:02.280110791Z,17.046348444,1.340218187,2277,236,2,0,0.606584039309,0,1
189,2026-07-15T00:57:02.380654470Z,17.146892123,1.440761866,2278,236,2,0,0.606394568320,0,1
190,2026-07-15T00:57:02.481421143Z,17.247658796,1.541528539,2279,236,2,0,0.606205181257,0,1
191,2026-07-15T00:57:02.582062727Z,17.348300380,1.642170123,2278,236,2,0,0.606394568320,0,1
192,2026-07-15T00:57:02.682519328Z,17.448756981,1.742626724,2224,230,2,0,0.616748074566,0,1
193,2026-07-15T00:57:02.782924772Z,17.549162425,1.843032168,2189,227,2,0,0.623595093534,0,1
194,2026-07-15T00:57:02.883597045Z,17.649834698,1.943704441,2195,227,2,0,0.622413506780,0,1
195,2026-07-15T00:57:02.984243939Z,17.750481592,2.044351335,2161,223,2,0,0.629152737528,0,1
196,2026-07-15T00:57:03.084619979Z,17.850857632,2.144727375,2148,222,2,0,0.631757823444,0,1
197,2026-07-15T00:57:03.185061409Z,17.951299062,2.245168805,2222,230,2,0,0.617136393759,0,1
198,2026-07-15T00:57:03.285476331Z,18.051713984,2.345583727,2246,233,2,0,0.612499674563,0,1
199,2026-07-15T00:57:03.385860727Z,18.152098380,2.445968123,2243,232,2,0,0.613076522551,0,1
200,2026-07-15T00:57:03.486437634Z,18.252675287,2.546545030,2196,227,2,0,0.622216892615,0,1
201,2026-07-15T00:57:03.587038847Z,18.353276500,2.647146243,2223,230,2,0,0.616942190089,0,1
202,2026-07-15T00:57:03.687597054Z,18.453834707,2.747704450,2199,227,2,0,0.621627591825,0,1
203,2026-07-15T00:57:03.788228863Z,18.554466516,2.848336259,2160,223,2,0,0.629352566495,0,1
204,2026-07-15T00:57:03.888768033Z,18.655005686,2.948875429,2124,219,2,0,0.636609290401,0,1
205,2026-07-15T00:57:03.989188427Z,18.755426080,3.049295823,2161,223,2,0,0.629152737528,0,1
206,2026-07-15T00:57:04.089673216Z,18.855910869,3.149780612,2223,230,2,0,0.616942190089,0,1
207,2026-07-15T00:57:04.190270860Z,18.956508513,3.250378256,1628,167,2,0,0.751586600284,0,1
208,2026-07-15T00:57:04.290796895Z,19.057034548,3.350904291,1377,142,2,0,0.824122590570,0,1
209,2026-07-15T00:57:04.441443644Z,19.207681297,3.501551040,1361,140,2,0,0.829189704157,0,1
210,2026-07-15T00:57:04.542165989Z,19.308403642,3.602273385,1548,159,2,0,0.773402772396,0,1
211,2026-07-15T00:57:04.642953789Z,19.409191442,3.703061185,2033,209,2,0,0.655520948273,0,1
212,2026-07-15T00:57:04.743532778Z,19.509770431,3.803640174,1524,157,2,0,0.780169957502,0,1
213,2026-07-15T00:57:04.844203508Z,19.610441161,3.904310904,1376,142,2,0,0.824437540178,0,1
214,2026-07-15T00:57:04.944882041Z,19.711119694,4.004989437,1524,157,2,0,0.780169957502,0,1
215,2026-07-15T00:57:05.045554814Z,19.811792467,4.105662210,1973,204,2,0,0.668463486746,0,1
216,2026-07-15T00:57:05.146195776Z,19.912433429,4.206303172,2086,216,2,0,0.644405087741,0,1
217,2026-07-15T00:57:05.246858605Z,20.013096258,4.306966001,2115,219,2,0,0.638442868044,0,1
218,2026-07-15T00:57:05.347584868Z,20.113822521,4.407692264,2133,221,2,0,0.634783537199,0,1
219,2026-07-15T00:57:05.448378655Z,20.214616308,4.508486051,2208,228,2,0,0.619864545551,0,1
220,2026-07-15T00:57:05.549013768Z,20.315251421,4.609121164,2162,223,2,0,0.628953001864,0,1
221,2026-07-15T00:57:05.649407063Z,20.415644716,4.709514459,2143,221,2,0,0.632764018865,0,1
222,2026-07-15T00:57:05.749839467Z,20.516077120,4.809946863,2068,213,2,0,0.648147999173,0,1
223,2026-07-15T00:57:05.850221095Z,20.616458748,4.910328491,2180,225,2,0,0.625373616475,0,1
224,2026-07-15T00:57:05.950661795Z,20.716899448,5.010769191,2129,220,2,0,0.635594021343,0,1
225,2026-07-15T00:57:06.051147241Z,20.817384894,5.111254637,2115,218,2,0,0.638442868044,0,1
226,2026-07-15T00:57:06.151560089Z,20.917797742,5.211667485,2094,216,2,0,0.642752022462,0,1
227,2026-07-15T00:57:06.252037690Z,21.018275343,5.312145086,2019,208,2,0,0.658506061529,0,1
228,2026-07-15T00:57:06.352356418Z,21.118594071,5.412463814,1981,204,2,0,0.666715039531,0,1
229,2026-07-15T00:57:06.452895486Z,21.219133139,5.513002882,1949,201,2,0,0.673752081866,0,1
230,2026-07-15T00:57:06.553730179Z,21.319967832,5.613837575,1864,192,2,0,0.693025963601,0,1
231,2026-07-15T00:57:06.654438233Z,21.420675886,5.714545629,1847,190,2,0,0.696987045254,0,1
232,2026-07-15T00:57:06.755080752Z,21.521318405,5.815188148,1847,190,2,0,0.696987045254,0,1
233,2026-07-15T00:57:06.855917587Z,21.622155240,5.916024983,1848,190,2,0,0.696753023827,0,1
234,2026-07-15T00:57:06.956601462Z,21.722839115,6.016708858,1848,190,2,0,0.696753023827,0,1
235,2026-07-15T00:57:07.057199682Z,21.823437335,6.117307078,1848,190,2,0,0.696753023827,0,1
236,2026-07-15T00:57:07.157938880Z,21.924176533,6.218046276,1848,190,2,0,0.696753023827,0,1
237,2026-07-15T00:57:07.258673365Z,22.024911018,6.318780761,1849,190,2,0,0.696519130168,0,1
